r	n	accum	mflops
222	6748	0.002351	1274.392474
222	6749	0.002346	1277.274948
222	6750	0.002355	1272.879013
222	6751	0.002361	1269.340710
222	6752	0.002355	1273.256703
222	6753	0.002361	1269.903900
222	6754	0.002374	1263.402696
222	6755	0.002363	1269.341866
222	6756	0.002358	1272.048771
221	6757	0.002338	1277.211358
221	6758	0.002353	1269.325319
221	6759	0.002347	1272.837428
221	6760	0.002350	1271.209732
221	6761	0.002353	1270.002129
221	6762	0.002348	1272.985844
221	6763	0.002356	1268.682669
221	6764	0.002306	1296.423752
221	6765	0.002305	1297.401362
221	6766	0.002352	1271.507107
221	6767	0.002347	1274.153965
221	6768	0.002350	1273.016879
221	6769	0.002347	1274.531087
221	6770	0.002358	1269.280953
221	6771	0.002365	1265.494558
221	6772	0.002339	1279.740736
221	6773	0.002343	1277.602755
221	6774	0.002349	1274.713391
221	6775	0.002357	1270.595114
221	6776	0.002349	1274.862329
221	6777	0.002349	1275.354482
221	6778	0.002361	1269.014186
221	6779	0.002357	1271.345281
221	6780	0.002351	1274.781426
221	6781	0.002345	1277.969202
221	6782	0.002352	1274.665127
221	6783	0.002352	1274.928973
221	6784	0.002351	1275.420117
221	6785	0.002357	1272.282130
221	6786	0.002359	1271.226546
221	6787	0.002373	1264.414607
220	6788	0.002352	1270.057802
220	6789	0.002343	1274.711957
220	6790	0.002336	1278.978324
220	6791	0.002326	1284.428278
220	6792	0.002348	1272.923207
220	6793	0.002353	1270.427698
220	6794	0.002350	1272.162821
220	6795	0.002359	1267.640568
220	6796	0.002340	1277.930585
220	6797	0.002346	1275.036622
220	6798	0.002348	1273.782928
220	6799	0.002345	1275.791452
220	6800	0.002352	1272.303043
220	6801	0.002349	1273.889906
220	6802	0.002358	1269.134249
220	6803	0.002357	1269.734886
220	6804	0.002336	1281.807451
220	6805	0.002352	1272.898635
220	6806	0.002358	1269.955972
220	6807	0.002358	1270.405475
220	6808	0.002348	1275.808273
220	6809	0.002352	1273.797933
220	6810	0.002358	1270.702347
220	6811	0.002353	1273.869864
220	6812	0.002351	1275.154508
220	6813	0.002356	1272.505997
220	6814	0.002345	1278.605567
220	6815	0.002355	1273.294655
220	6816	0.002368	1266.234095
220	6817	0.002361	1270.690965
220	6818	0.002363	1269.374880
219	6819	0.002348	1271.795741
219	6820	0.002340	1276.690680
219	6821	0.002337	1278.366175
219	6822	0.002338	1277.828026
219	6823	0.002339	1277.748680
219	6824	0.005250	569.316246
219	6825	0.005261	568.250618
219	6826	0.002360	1266.960249
219	6827	0.002351	1271.737411
219	6828	0.002349	1273.247683
219	6829	0.002348	1273.888644
219	6830	0.002343	1276.619715
219	6831	0.002353	1271.349761
219	6832	0.002354	1271.196658
219	6833	0.002352	1272.250701
219	6834	0.002355	1271.191321
219	6835	0.002354	1271.527989
219	6836	0.002355	1271.525541
219	6837	0.002351	1273.978949
219	6838	0.002351	1273.899730
219	6839	0.002356	1271.442645
219	6840	0.002350	1274.840587
219	6841	0.002356	1271.927300
219	6842	0.002364	1267.416962
219	6843	0.002365	1267.152575
219	6844	0.002357	1271.580419
219	6845	0.002352	1274.447083
219	6846	0.002354	1274.027797
219	6847	0.002346	1278.196860
219	6848	0.002362	1269.990956
219	6849	0.002357	1272.509394
218	6850	0.002360	1265.571217
218	6851	0.002356	1267.669926
218	6852	0.002338	1277.625079
218	6853	0.002342	1275.867973
218	6854	0.002350	1271.768333
218	6855	0.002341	1276.506872
218	6856	0.002348	1273.161322
218	6857	0.002346	1274.484243
218	6858	0.002352	1271.490534
218	6859	0.002361	1266.859840
218	6860	0.002350	1272.503099
218	6861	0.002353	1271.366630
218	6862	0.002347	1274.768520
218	6863	0.002352	1272.114616
218	6864	0.002356	1270.112564
218	6865	0.002351	1273.279441
218	6866	0.002361	1267.890096
218	6867	0.002358	1269.614275
218	6868	0.002353	1272.738942
218	6869	0.002359	1269.720757
218	6870	0.002376	1260.870956
218	6871	0.002366	1266.191538
218	6872	0.002354	1272.838035
218	6873	0.002357	1271.175850
218	6874	0.002357	1271.624042
218	6875	0.002354	1273.318508
218	6876	0.002354	1273.465851
218	6877	0.002353	1274.179854
218	6878	0.002359	1271.120862
218	6879	0.002355	1273.341564
218	6880	0.002358	1271.867322
217	6881	0.002353	1269.111009
217	6882	0.002349	1271.294957
217	6883	0.002351	1270.611124
217	6884	0.002342	1275.570273
217	6885	0.002339	1277.393341
217	6886	0.002362	1265.487756
217	6887	0.002333	1281.245754
217	6888	0.002354	1270.062573
217	6889	0.002355	1269.719380
217	6890	0.002352	1271.336616
217	6891	0.002355	1269.786560
217	6892	0.002338	1279.302953
217	6893	0.002342	1277.618669
217	6894	0.002346	1275.597681
217	6895	0.002338	1280.089765
217	6896	0.002361	1267.550421
217	6897	0.002353	1271.986324
217	6898	0.002359	1268.819219
217	6899	0.002363	1266.977681
217	6900	0.002345	1277.049779
217	6901	0.002349	1275.184176
217	6902	0.002352	1273.512944
217	6903	0.002357	1270.905079
217	6904	0.002357	1271.427905
217	6905	0.002345	1277.975177
217	6906	0.002349	1276.145579
217	6907	0.002341	1280.366132
217	6908	0.002763	1084.992539
217	6909	0.002760	1086.358144
217	6910	0.002367	1267.087967
217	6911	0.002371	1264.994473
217	6912	0.002361	1270.679730
216	6913	0.002345	1273.483674
216	6914	0.002351	1270.527162
216	6915	0.002345	1274.003677
216	6916	0.002343	1275.404141
216	6917	0.002349	1272.061087
216	6918	0.002360	1266.221823
216	6919	0.002372	1260.214392
216	6920	0.002350	1272.045833
216	6921	0.002352	1271.096536
216	6922	0.002361	1266.541833
216	6923	0.002356	1269.277339
216	6924	0.002330	1283.691468
216	6925	0.002325	1286.460685
216	6926	0.002352	1272.052140
216	6927	0.002352	1272.575571
216	6928	0.002356	1270.194050
216	6929	0.002366	1265.314525
216	6930	0.002357	1270.147279
216	6931	0.002367	1265.044466
216	6932	0.002305	1299.430218
216	6933	0.002330	1285.321983
216	6934	0.002345	1277.390335
216	6935	0.002340	1280.549574
216	6936	0.002358	1270.569378
216	6937	0.002354	1273.316176
216	6938	0.002363	1268.193693
216	6939	0.002367	1266.579542
216	6940	0.002344	1279.257760
216	6941	0.002333	1285.071798
216	6942	0.002356	1272.874284
216	6943	0.002359	1271.549727
216	6944	0.002360	1270.942986
215	6945	0.002344	1273.797190
215	6946	0.002353	1269.254289
215	6947	0.002352	1270.002083
215	6948	0.002332	1281.255816
215	6949	0.002341	1276.317560
215	6950	0.002352	1270.474903
215	6951	0.002371	1260.775794
215	6952	0.002347	1273.487346
215	6953	0.002348	1273.405799
215	6954	0.002364	1264.896872
215	6955	0.002351	1272.144433
215	6956	0.002342	1277.412819
215	6957	0.002334	1281.725437
215	6958	0.002346	1275.345441
215	6959	0.002343	1277.202283
215	6960	0.002355	1270.567438
215	6961	0.002358	1269.658470
215	6962	0.002351	1273.122622
215	6963	0.002361	1268.295266
215	6964	0.002358	1269.867387
215	6965	0.002345	1277.047094
215	6966	0.002344	1277.991721
215	6967	0.002342	1278.898711
215	6968	0.002358	1270.521886
215	6969	0.002359	1270.477955
215	6970	0.002356	1272.053821
215	6971	0.002364	1268.101733
215	6972	0.002346	1277.798236
215	6973	0.002356	1272.865511
215	6974	0.002359	1271.239106
215	6975	0.002354	1273.948252
215	6976	0.002358	1271.980040
214	6977	0.002341	1275.728881
214	6978	0.002351	1270.528357
214	6979	0.002356	1268.073046
214	6980	0.002340	1276.772153
214	6981	0.002344	1274.824224
214	6982	0.002341	1276.452804
214	6983	0.002341	1276.825422
214	6984	0.002360	1266.540994
214	6985	0.002348	1273.278394
214	6986	0.002355	1269.871633
214	6987	0.002352	1271.638516
214	6988	0.002355	1270.272945
214	6989	0.002349	1273.174104
214	6990	0.002364	1265.531389
214	6991	0.002369	1262.802227
214	6992	0.002340	1278.661697
214	6993	0.002345	1276.293509
214	6994	0.002764	1083.067189
214	6995	0.002756	1086.461957
214	6996	0.002350	1274.373344
214	6997	0.002350	1274.290840
214	6998	0.002345	1277.243640
214	6999	0.002347	1276.589978
214	7000	0.002355	1272.001573
214	7001	0.002361	1269.360920
214	7002	0.002360	1269.842400
214	7003	0.002356	1272.056330
214	7004	0.002365	1267.280188
214	7005	0.002356	1272.721561
214	7006	0.002345	1278.551647
214	7007	0.002342	1280.755249
214	7008	0.002352	1275.119470
214	7009	0.002362	1270.172176
213	7010	0.002346	1272.848323
213	7011	0.002353	1269.515378
213	7012	0.002347	1272.984673
213	7013	0.002346	1273.469043
213	7014	0.002337	1278.370170
213	7015	0.002342	1276.073793
213	7016	0.002354	1269.780092
213	7017	0.002352	1271.092409
213	7018	0.002349	1272.634011
213	7019	0.002353	1270.963977
213	7020	0.002344	1275.727678
213	7021	0.002347	1274.542524
213	7022	0.002346	1275.179424
213	7023	0.002332	1283.001018
213	7024	0.002358	1268.743089
213	7025	0.002349	1274.017268
213	7026	0.002355	1271.137378
213	7027	0.002359	1269.134839
213	7028	0.002354	1271.876786
213	7029	0.002367	1264.963800
213	7030	0.002345	1277.164665
213	7031	0.002346	1276.661965
213	7032	0.002359	1269.925355
213	7033	0.002351	1274.596666
213	7034	0.002366	1266.386833
213	7035	0.002353	1273.596993
213	7036	0.002356	1272.041149
213	7037	0.002362	1269.324867
213	7038	0.002347	1277.552367
213	7039	0.002353	1274.321142
213	7040	0.002349	1276.624002
213	7041	0.002356	1273.133668
213	7042	0.002364	1269.100438
212	7043	0.002349	1271.436041
212	7044	0.002349	1271.390296
212	7045	0.002337	1278.220552
212	7046	0.002344	1274.593325
212	7047	0.002342	1275.876514
212	7048	0.002344	1274.878969
212	7049	0.002349	1272.519731
212	7050	0.002362	1265.737025
212	7051	0.002351	1271.594951
212	7052	0.002343	1276.058706
212	7053	0.002340	1277.953819
212	7054	0.002343	1276.535011
212	7055	0.002340	1278.392688
212	7056	0.002359	1268.352408
212	7057	0.002354	1271.204169
212	7058	0.002351	1272.781558
212	7059	0.002359	1269.004115
212	7060	0.002345	1276.250855
212	7061	0.002352	1273.057786
212	7062	0.002338	1280.578352
212	7063	0.002350	1274.365054
212	7064	0.002360	1269.075951
212	7065	0.002358	1270.158136
212	7066	0.002357	1270.977606
212	7067	0.002356	1272.061920
212	7068	0.002333	1284.274745
212	7069	0.002337	1282.537161
212	7070	0.002348	1276.575992
212	7071	0.002351	1275.504526
212	7072	0.002355	1273.226236
212	7073	0.002357	1272.198933
212	7074	0.002361	1270.459070
212	7075	0.002359	1271.654541
211	7076	0.002349	1271.330028
211	7077	0.002339	1276.978005
211	7078	0.002344	1274.076652
211	7079	0.002344	1274.521959
211	7080	0.002352	1270.537866
211	7081	0.002352	1270.415326
211	7082	0.002350	1271.765324
211	7083	0.002356	1268.890340
211	7084	0.002347	1273.600793
211	7085	0.002342	1276.591293
211	7086	0.002364	1264.703171
211	7087	0.002349	1272.928091
211	7088	0.002350	1272.880703
211	7089	0.002352	1272.190826
211	7090	0.002352	1271.917015
211	7091	0.002358	1269.270102
211	7092	0.002312	1294.294907
211	7093	0.002327	1286.357012
211	7094	0.002357	1270.295799
211	7095	0.002350	1273.986522
211	7096	0.002354	1272.049225
211	7097	0.002357	1270.795251
211	7098	0.002361	1268.418895
211	7099	0.002362	1268.297371
211	7100	0.002348	1275.832174
211	7101	0.002352	1273.890370
211	7102	0.002347	1277.216740
211	7103	0.002349	1275.877950
211	7104	0.002358	1271.106973
211	7105	0.002356	1272.605188
211	7106	0.002360	1270.674997
211	7107	0.002362	1269.876635
211	7108	0.002330	1287.145733
211	7109	0.002330	1287.674373
210	7110	0.002337	1277.653724
210	7111	0.002348	1271.903955
210	7112	0.002343	1274.851156
210	7113	0.002349	1271.921515
210	7114	0.002354	1269.306942
210	7115	0.002348	1272.960401
210	7116	0.002321	1287.852248
210	7117	0.002314	1291.687823
210	7118	0.002342	1276.268751
210	7119	0.002352	1271.217571
210	7120	0.002352	1271.169690
210	7121	0.002356	1269.577007
210	7122	0.002356	1269.830219
210	7123	0.002356	1269.632308
210	7124	0.002334	1281.854321
210	7125	0.002320	1290.063643
210	7126	0.002340	1278.770980
210	7127	0.002345	1276.398688
210	7128	0.002366	1265.347906
210	7129	0.002358	1269.760897
210	7130	0.002356	1271.181045
210	7131	0.002361	1268.651595
210	7132	0.002334	1283.332833
210	7133	0.002342	1279.034719
210	7134	0.002358	1270.500597
210	7135	0.002353	1273.507208
210	7136	0.002364	1268.002846
210	7137	0.002358	1271.110327
210	7138	0.002361	1269.521052
210	7139	0.002364	1268.161424
210	7140	0.002346	1278.231447
210	7141	0.002348	1277.421663
210	7142	0.002355	1273.849862
209	7143	0.002341	1275.527541
209	7144	0.002350	1270.663226
209	7145	0.002345	1273.490917
209	7146	0.002350	1271.018954
209	7147	0.002348	1272.558667
209	7148	0.002317	1289.424169
209	7149	0.002313	1291.784284
209	7150	0.002409	1240.613520
209	7151	0.002414	1237.987358
209	7152	0.002323	1287.157812
209	7153	0.002328	1284.171293
209	7154	0.002353	1270.667340
209	7155	0.002348	1273.983106
209	7156	0.002340	1278.306582
209	7157	0.002344	1276.085715
209	7158	0.002374	1260.269657
209	7159	0.002370	1262.562818
209	7160	0.002641	1133.299632
209	7161	0.002630	1138.183726
209	7162	0.003119	959.727071
209	7163	0.003092	968.404077
209	7164	0.004259	703.108557
209	7165	0.004238	706.671518
209	7166	0.002585	1158.671387
209	7167	0.002577	1162.318875
209	7168	0.002462	1217.096078
209	7169	0.002464	1216.161746
209	7170	0.002373	1263.236958
209	7171	0.002373	1263.375866
209	7172	0.002336	1283.194280
209	7173	0.002350	1276.087359
209	7174	0.002355	1273.463723
209	7175	0.002354	1273.868442
209	7176	0.002362	1269.976646
209	7177	0.002362	1270.153622
208	7178	0.002347	1272.455322
208	7179	0.002345	1273.731723
208	7180	0.002337	1277.906391
208	7181	0.002335	1279.460547
208	7182	0.002330	1282.131805
208	7183	0.002352	1270.354562
208	7184	0.002351	1271.211285
208	7185	0.002356	1268.674360
208	7186	0.002347	1273.911495
208	7187	0.002352	1271.364124
208	7188	0.002330	1283.240924
208	7189	0.002330	1283.419449
208	7190	0.002330	1283.444305
208	7191	0.002357	1268.981339
208	7192	0.002363	1266.306510
208	7193	0.002360	1267.944433
208	7194	0.002350	1273.358851
208	7195	0.002361	1267.734548
208	7196	0.002339	1279.683184
208	7197	0.002337	1280.969890
208	7198	0.002363	1266.988100
208	7199	0.002364	1266.603001
208	7200	0.002361	1268.652607
208	7201	0.002358	1270.181881
208	7202	0.002360	1269.343190
208	7203	0.002360	1269.781970
208	7204	0.002336	1282.791536
208	7205	0.002342	1279.984695
208	7206	0.002354	1273.250324
208	7207	0.002355	1273.351840
208	7208	0.002360	1270.476040
208	7209	0.002359	1271.442047
208	7210	0.002361	1270.264513
208	7211	0.002357	1272.736915
207	7212	0.002329	1282.027633
207	7213	0.002309	1293.101813
207	7214	0.002349	1271.288990
207	7215	0.002354	1269.163799
207	7216	0.002352	1269.942429
207	7217	0.002351	1271.099135
207	7218	0.002350	1271.615535
207	7219	0.002352	1270.696729
207	7220	0.002352	1271.024063
207	7221	0.002343	1275.670384
207	7222	0.002358	1267.948705
207	7223	0.002347	1274.276617
207	7224	0.002358	1268.375145
207	7225	0.002359	1268.100044
207	7226	0.002350	1272.987540
207	7227	0.002356	1269.729544
207	7228	0.002332	1283.409304
207	7229	0.002340	1278.989494
207	7230	0.002347	1275.549601
207	7231	0.002341	1278.847103
207	7232	0.002355	1271.512919
207	7233	0.002352	1273.236814
207	7234	0.002358	1269.980655
207	7235	0.002361	1268.465610
207	7236	0.002333	1283.791347
207	7237	0.002341	1279.716902
207	7238	0.002346	1277.074740
207	7239	0.002357	1271.762295
207	7240	0.002362	1268.967129
207	7241	0.002354	1273.397036
207	7242	0.002360	1270.256633
207	7243	0.002356	1272.804757
207	7244	0.002346	1278.590020
207	7245	0.002351	1276.031197
207	7246	0.002347	1277.954145
206	7247	0.002341	1275.561413
206	7248	0.002348	1271.601689
206	7249	0.002351	1270.492225
206	7250	0.002346	1273.315702
206	7251	0.002343	1274.971832
206	7252	0.002351	1270.715845
206	7253	0.002345	1274.032677
206	7254	0.002350	1271.784589
206	7255	0.002349	1272.299376
206	7256	0.002347	1273.989865
206	7257	0.002359	1267.563860
206	7258	0.002343	1276.088302
206	7259	0.002341	1277.787652
206	7260	0.002347	1274.199663
206	7261	0.002344	1276.197497
206	7262	0.002353	1271.448769
206	7263	0.002354	1271.434745
206	7264	0.002356	1270.366168
206	7265	0.002355	1271.068185
206	7266	0.002355	1271.432115
206	7267	0.002364	1266.722063
206	7268	0.002348	1275.337530
206	7269	0.002350	1274.413874
206	7270	0.002361	1268.556714
206	7271	0.002354	1272.835196
206	7272	0.002357	1271.048750
206	7273	0.002353	1273.412015
206	7274	0.002358	1270.909296
206	7275	0.002359	1270.369116
206	7276	0.002315	1294.727345
206	7277	0.002311	1297.135603
206	7278	0.002346	1278.005066
206	7279	0.002353	1274.424629
206	7280	0.002364	1268.538357
206	7281	0.002354	1274.132632
205	7282	0.002352	1269.439437
205	7283	0.002350	1270.707840
205	7284	0.002335	1279.132271
205	7285	0.002329	1282.568770
205	7286	0.002345	1273.768077
205	7287	0.002347	1272.767937
205	7288	0.002344	1274.952756
205	7289	0.002348	1272.624451
205	7290	0.002360	1266.583411
205	7291	0.002349	1272.330511
205	7292	0.002342	1276.756206
205	7293	0.002341	1277.387885
205	7294	0.002347	1274.293491
205	7295	0.002347	1274.127244
205	7296	0.002345	1275.820419
205	7297	0.002352	1272.129505
205	7298	0.002351	1272.493218
205	7299	0.002367	1264.554618
205	7300	0.002354	1271.708917
205	7301	0.002348	1274.606153
205	7302	0.002345	1276.527160
205	7303	0.002349	1274.917311
205	7304	0.002357	1270.633301
205	7305	0.002360	1269.189550
205	7306	0.002358	1270.303715
205	7307	0.002364	1267.398936
205	7308	0.002343	1278.718328
205	7309	0.002351	1274.600375
205	7310	0.002352	1274.130946
205	7311	0.002350	1275.365760
205	7312	0.002355	1273.043206
205	7313	0.002358	1271.595770
205	7314	0.002363	1269.288595
205	7315	0.002361	1270.025509
205	7316	0.002340	1281.837502
205	7317	0.002354	1274.632520
204	7318	0.002351	1269.982459
204	7319	0.002364	1262.952214
204	7320	0.002346	1273.166128
204	7321	0.002343	1274.668644
204	7322	0.002350	1271.129712
204	7323	0.002352	1270.548072
204	7324	0.002347	1273.217578
204	7325	0.002349	1272.028316
204	7326	0.002333	1281.343534
204	7327	0.002346	1274.307583
204	7328	0.002351	1271.528586
204	7329	0.002355	1269.929552
204	7330	0.002358	1268.372085
204	7331	0.002353	1271.218727
204	7332	0.002343	1276.507605
204	7333	0.002340	1278.510433
204	7334	0.002341	1278.189374
204	7335	0.002347	1275.205363
204	7336	0.005258	569.293735
204	7337	0.005258	569.310915
204	7338	0.002360	1268.703918
204	7339	0.002352	1273.022015
204	7340	0.002352	1273.383874
204	7341	0.002352	1273.444190
204	7342	0.002351	1274.374052
204	7343	0.002361	1269.155348
204	7344	0.002349	1275.555798
204	7345	0.002353	1273.722159
204	7346	0.002365	1267.162172
204	7347	0.002363	1268.533342
204	7348	0.002357	1271.901601
204	7349	0.002355	1273.319336
204	7350	0.002351	1275.308525
204	7351	0.002350	1276.391794
204	7352	0.002353	1274.595296
203	7353	0.002346	1272.674643
203	7354	0.002358	1266.212496
203	7355	0.002353	1269.015816
203	7356	0.002354	1268.811448
203	7357	0.002347	1272.609061
203	7358	0.002343	1275.172002
203	7359	0.002342	1275.992916
203	7360	0.002351	1270.859285
203	7361	0.002352	1270.842786
203	7362	0.002351	1271.506377
203	7363	0.002355	1269.115196
203	7364	0.002347	1274.009354
203	7365	0.002345	1275.016885
203	7366	0.002349	1272.877867
203	7367	0.002345	1275.211416
203	7368	0.002348	1274.284351
203	7369	0.002346	1275.405356
203	7370	0.002357	1269.644199
203	7371	0.002360	1267.862552
203	7372	0.002352	1272.666661
203	7373	0.002355	1270.951605
203	7374	0.002350	1273.919792
203	7375	0.002354	1272.050864
203	7376	0.002361	1268.647339
203	7377	0.002353	1272.962580
203	7378	0.002361	1268.878986
203	7379	0.002359	1269.952574
203	7380	0.002352	1273.782346
203	7381	0.002354	1272.821334
203	7382	0.002342	1279.713134
203	7383	0.002379	1259.824007
203	7384	0.002368	1266.201927
203	7385	0.002367	1266.709928
203	7386	0.002359	1271.081866
203	7387	0.002360	1270.803099
203	7388	0.002354	1274.331020
203	7389	0.002352	1275.335740
202	7390	0.002349	1270.848001
202	7391	0.002358	1266.426526
202	7392	0.002346	1273.197716
202	7393	0.002352	1270.004307
202	7394	0.002347	1272.519542
202	7395	0.002347	1272.767009
202	7396	0.002344	1274.836186
202	7397	0.002337	1278.856881
202	7398	0.002353	1270.335496
202	7399	0.002354	1269.941533
202	7400	0.002355	1269.736641
202	7401	0.002360	1266.751710
202	7402	0.002352	1271.324408
202	7403	0.002353	1271.194062
202	7404	0.002332	1282.943446
202	7405	0.002343	1277.034241
202	7406	0.002343	1276.863856
202	7407	0.002339	1279.476995
202	7408	0.002359	1268.926101
202	7409	0.002360	1268.308516
202	7410	0.002365	1265.857362
202	7411	0.002363	1266.889067
202	7412	0.002345	1276.718718
202	7413	0.002349	1275.030685
202	7414	0.002353	1273.196010
202	7415	0.002358	1270.651491
202	7416	0.002353	1273.539467
202	7417	0.002348	1276.173984
202	7418	0.002344	1278.437382
202	7419	0.002348	1276.669804
202	7420	0.002781	1077.930699
202	7421	0.002777	1079.729953
202	7422	0.002376	1262.019112
202	7423	0.002374	1263.116839
202	7424	0.002363	1269.523935
202	7425	0.002356	1273.081688
201	7426	0.002341	1275.152012
201	7427	0.002347	1272.059757
201	7428	0.002347	1272.534649
201	7429	0.002342	1275.134464
201	7430	0.002353	1269.551564
201	7431	0.002358	1266.677267
201	7432	0.002350	1271.403190
201	7433	0.002350	1271.612141
201	7434	0.002364	1264.118325
201	7435	0.002349	1272.408064
201	7436	0.002326	1284.996527
201	7437	0.002327	1284.705992
201	7438	0.002350	1272.202778
201	7439	0.002356	1269.055278
201	7440	0.002357	1269.037385
201	7441	0.002359	1268.118910
201	7442	0.002358	1268.852530
201	7443	0.002365	1264.939234
201	7444	0.002309	1296.224841
201	7445	0.002323	1288.369466
201	7446	0.002343	1277.595265
201	7447	0.002342	1278.452752
201	7448	0.002356	1270.779378
201	7449	0.002356	1271.176058
201	7450	0.002355	1271.572880
201	7451	0.002360	1269.071544
201	7452	0.002341	1279.883927
201	7453	0.002331	1285.348405
201	7454	0.002358	1270.747608
201	7455	0.002351	1274.580103
201	7456	0.002357	1271.616503
201	7457	0.002354	1273.560353
201	7458	0.002361	1269.662384
201	7459	0.002362	1269.720244
201	7460	0.002337	1283.172323
201	7461	0.002347	1277.693668
201	7462	0.002360	1270.982785
200	7463	0.002361	1264.416988
200	7464	0.002344	1273.818499
200	7465	0.002342	1274.711408
200	7466	0.002351	1270.035140
200	7467	0.002348	1272.055911
200	7468	0.002338	1277.813686
200	7469	0.002346	1273.571474
200	7470	0.002329	1282.947447
200	7471	0.002345	1274.329702
200	7472	0.002350	1271.735625
200	7473	0.002355	1269.340866
200	7474	0.002355	1269.435255
200	7475	0.002349	1272.775877
200	7476	0.002345	1275.258685
200	7477	0.002348	1273.949379
200	7478	0.002340	1278.455596
200	7479	0.002344	1276.188940
200	7480	0.002350	1273.248379
200	7481	0.002355	1270.699721
200	7482	0.002353	1271.850366
200	7483	0.002355	1271.114463
200	7484	0.002348	1274.876509
200	7485	0.002339	1279.996443
200	7486	0.002359	1269.516097
200	7487	0.002353	1272.586736
200	7488	0.002352	1273.701708
200	7489	0.002354	1272.662233
200	7490	0.002354	1272.681318
200	7491	0.002361	1268.935680
200	7492	0.002344	1278.711594
200	7493	0.002351	1275.044530
200	7494	0.002349	1276.200621
200	7495	0.002344	1279.033157
200	7496	0.002367	1266.934752
200	7497	0.002356	1272.813164
200	7498	0.002360	1270.873306
200	7499	0.002358	1272.172686
200	7500	0.002354	1274.304707
199	7501	0.002350	1270.212406
199	7502	0.002360	1265.230522
199	7503	0.002365	1262.858349
199	7504	0.002350	1271.098457
199	7505	0.002336	1278.565023
199	7506	0.002766	1080.225332
199	7507	0.002765	1080.396593
199	7508	0.002339	1277.395300
199	7509	0.002350	1271.567118
199	7510	0.002348	1272.871057
199	7511	0.002345	1275.050682
199	7512	0.002360	1266.804853
199	7513	0.002348	1273.682731
199	7514	0.002357	1269.058009
199	7515	0.002353	1271.034861
199	7516	0.002356	1269.734170
199	7517	0.002353	1271.297492
199	7518	0.002339	1279.516752
199	7519	0.002341	1278.274483
199	7520	0.002353	1272.069187
199	7521	0.002357	1269.976186
199	7522	0.002356	1270.635072
199	7523	0.002353	1272.350076
199	7524	0.002356	1271.198442
199	7525	0.002350	1274.579690
199	7526	0.002344	1277.711494
199	7527	0.002345	1277.462223
199	7528	0.002361	1268.827268
199	7529	0.002359	1270.084990
199	7530	0.002360	1269.877993
199	7531	0.002355	1272.720402
199	7532	0.002353	1273.872228
199	7533	0.002350	1275.934725
199	7534	0.002351	1275.307904
199	7535	0.002328	1287.949553
199	7536	0.002357	1272.358437
199	7537	0.002357	1272.451704
198	7538	0.002349	1270.705245
198	7539	0.002364	1262.764930
198	7540	0.002348	1271.760797
198	7541	0.002351	1270.002662
198	7542	0.002338	1277.647231
198	7543	0.002334	1279.537024
198	7544	0.002350	1271.187998
198	7545	0.002345	1274.233974
198	7546	0.002354	1269.412472
198	7547	0.002355	1269.015733
198	7548	0.002347	1273.678684
198	7549	0.002354	1269.728895
198	7550	0.002339	1278.315623
198	7551	0.002347	1274.032906
198	7552	0.002345	1275.454787
198	7553	0.002344	1275.813574
198	7554	0.002358	1268.875440
198	7555	0.002352	1272.247361
198	7556	0.002349	1273.702152
198	7557	0.002349	1274.135939
198	7558	0.002339	1279.516950
198	7559	0.002347	1275.497364
198	7560	0.002349	1274.451833
198	7561	0.002352	1273.219849
198	7562	0.002354	1272.292670
198	7563	0.002352	1273.632459
198	7564	0.002347	1276.264379
198	7565	0.002349	1275.067292
198	7566	0.002342	1279.267247
198	7567	0.002346	1277.454752
198	7568	0.002355	1272.509026
198	7569	0.002362	1269.177025
198	7570	0.002355	1272.770194
198	7571	0.002362	1269.324807
198	7572	0.002348	1277.044509
198	7573	0.002349	1276.756946
198	7574	0.002354	1274.084836
198	7575	0.002346	1278.501174
197	7576	0.002351	1269.604378
197	7577	0.002352	1269.470127
197	7578	0.002346	1272.737193
197	7579	0.002351	1270.069851
197	7580	0.002322	1286.439728
197	7581	0.002332	1280.868117
197	7582	0.002345	1273.864045
197	7583	0.002342	1275.628036
197	7584	0.002353	1269.700224
197	7585	0.002344	1275.128239
197	7586	0.002350	1271.808706
197	7587	0.002349	1272.619680
197	7588	0.002347	1273.696225
197	7589	0.002345	1275.078731
197	7590	0.002340	1277.834016
197	7591	0.002348	1274.048357
197	7592	0.002359	1267.916902
197	7593	0.002351	1272.453279
197	7594	0.002357	1269.265065
197	7595	0.002355	1270.825247
197	7596	0.002349	1273.902073
197	7597	0.002343	1277.563680
197	7598	0.002361	1268.092785
197	7599	0.002359	1269.047758
197	7600	0.002348	1275.255219
197	7601	0.002359	1269.645458
197	7602	0.002357	1270.979068
197	7603	0.002362	1268.251440
197	7604	0.002319	1292.184936
197	7605	0.002343	1278.680340
197	7606	0.002355	1272.401572
197	7607	0.002350	1275.291414
197	7608	0.002352	1274.209887
197	7609	0.002369	1265.361354
197	7610	0.002362	1269.644870
197	7611	0.002370	1265.022793
197	7612	0.002350	1276.205674
197	7613	0.002355	1273.647765
197	7614	0.002354	1274.458499
196	7615	0.002339	1276.411605
196	7616	0.002350	1270.357397
196	7617	0.002338	1277.242741
196	7618	0.002347	1272.581918
196	7619	0.002355	1268.068712
196	7620	0.002316	1289.651281
196	7621	0.002319	1288.072629
