n	accum	mflops
9240	0.029476	1272.077613
9250	0.029835	1256.913578
9260	0.029780	1258.713653
9270	0.029829	1256.774950
9280	0.029495	1271.121677
9290	0.029572	1267.889274
9300	0.029739	1260.898772
9310	0.029506	1270.330225
9320	0.029466	1272.158778
9330	0.029579	1267.381474
9340	0.029649	1264.472375
9350	0.029709	1262.019453
9360	0.029483	1271.775622
9370	0.029843	1256.523545
9380	0.029673	1263.163812
9390	0.029595	1266.610569
9400	0.029461	1272.415050
9410	0.030248	1239.404364
9420	0.029744	1260.482843
9430	0.029567	1268.093760
9440	0.029551	1268.850480
9450	0.029659	1264.297635
9460	0.029695	1262.840714
9470	0.066621	562.618382
9480	0.029551	1268.431233
9490	0.029523	1269.704976
9500	0.029697	1262.301437
9510	0.029524	1269.746164
9520	0.030086	1246.065885
9530	0.029506	1270.624549
9540	0.029695	1262.584100
9550	0.029551	1268.745812
9560	0.029628	1265.492267
9570	0.029611	1266.281329
9580	0.029640	1265.062080
9590	0.029539	1269.390957
9600	0.029496	1271.289271
9610	0.029498	1271.227972
9620	0.029801	1258.309691
9630	0.029466	1272.614059
9640	0.029598	1266.945064
9650	0.029580	1267.738412
9660	0.029683	1262.715191
9670	0.029478	1271.493626
9680	0.029525	1269.455611
9690	0.029498	1270.628260
9700	0.029889	1253.989269
9710	0.029530	1269.225298
9720	0.031389	1194.692283
9730	0.031042	1208.018532
9740	0.029649	1264.777549
9750	0.029617	1266.107729
9760	0.029497	1271.225861
9770	0.029510	1270.652105
9780	0.030251	1239.500907
9790	0.029735	1260.997199
9800	0.029525	1269.934298
9810	0.029569	1268.020570
9820	0.029629	1265.398657
9830	0.029486	1271.521237
9840	0.029666	1263.737862
9850	0.029735	1260.762221
9860	0.030153	1243.231702
9870	0.029937	1252.157548
9880	0.029634	1264.941890
9890	0.029605	1266.095957
9900	0.029720	1261.168393
9910	0.029576	1267.883082
9920	0.029497	1271.233932
9930	0.029635	1265.247910
9940	0.029712	1261.912697
9950	0.029526	1269.775985
9960	0.029587	1267.108973
9970	0.029475	1271.847840
9980	0.031441	1192.241389
9990	0.029430	1273.632942
10000	0.029521	1270.290563
10100	0.029744	1260.465665
10200	0.029504	1270.856493
10300	0.029844	1256.257203
10400	0.029678	1262.937906
10500	0.029780	1258.716110
10600	0.029698	1262.091468
10700	0.030474	1230.316408
10800	0.029440	1273.687216
10900	0.029675	1263.561313
11000	0.029879	1254.642492
11100	0.030634	1224.008572
11200	0.029759	1260.039376
11300	0.029794	1258.407854
11400	0.029563	1267.902735
11500	0.029635	1265.065892
11600	0.029832	1256.723583
11700	0.029727	1261.055148
11800	0.029503	1270.257860
11900	0.030262	1238.664207
12000	0.029542	1268.975694
12100	0.029728	1260.979937
12200	0.029513	1269.889761
12300	0.029676	1263.303592
12400	0.029857	1255.895299
12500	0.029769	1259.714160
12600	0.030065	1247.205416
12700	0.030163	1242.919883
12800	0.031827	1177.548680
12900	0.029783	1258.676962
13000	0.029537	1269.329625
13100	0.029584	1267.311913
13200	0.029500	1270.772984
13300	0.029877	1254.441910
13400	0.029675	1263.469724
13500	0.029710	1261.393131
13600	0.029414	1274.288256
13700	0.029704	1261.901020
13800	0.029447	1272.805675
13900	0.029717	1261.024594
14000	0.031702	1182.625188
14100	0.029610	1265.735146
14200	0.029468	1272.163430
14300	0.029789	1258.663707
14400	0.029731	1261.235977
14500	0.029667	1263.926509
14600	0.029528	1269.727136
14700	0.029731	1260.796866
14800	0.029436	1273.040646
14900	0.029766	1259.454416
15000	0.029625	1265.819025
15100	0.031584	1186.617328
15200	0.030100	1245.278115
15300	0.029770	1259.143867
15400	0.030248	1239.199495
15500	0.029844	1255.817568
15600	0.029522	1269.273833
15700	0.133083	281.716366
15800	0.029510	1270.009824
15900	0.029638	1265.014417
16000	0.029579	1266.842622
16100	0.029959	1251.069879
16200	0.029610	1266.027130
16300	0.029705	1262.086609
16400	0.032810	1142.635471
16500	0.029805	1257.779339
16600	0.029589	1266.785256
16700	0.029890	1253.744022
16800	0.029542	1269.315909
16900	0.033189	1129.405245
17000	0.030287	1237.104879
17100	0.029849	1255.765710
17200	0.029560	1268.492320
17300	0.029884	1253.900012
17400	0.031278	1198.292473
17500	0.032705	1146.154321
17600	0.029637	1264.903648
17700	0.029907	1253.487133
17800	0.029572	1267.647513
17900	0.029810	1257.396167
18000	0.032777	1143.350166
18100	0.029880	1253.933204
18200	0.030038	1248.169959
18300	0.030014	1248.717827
18400	0.029511	1270.675604
18500	0.033209	1128.656106
18600	0.032868	1140.843150
18700	0.029888	1253.851285
18800	0.029612	1265.930463
18900	0.029827	1257.152777
19000	0.032644	1147.771437
19100	0.030471	1229.826033
19200	0.029642	1264.348250
19300	0.029609	1265.869299
19400	0.029580	1267.088425
19500	0.032638	1148.326010
19600	0.029659	1263.516009
19700	0.029616	1265.178502
19800	0.029613	1265.024052
19900	0.030109	1245.181934
20000	0.033082	1132.934851
20100	0.029921	1252.197363
20200	0.030779	1218.070177
20300	0.030027	1247.999390
20400	0.029631	1265.388632
20500	0.032728	1145.016908
20600	0.029614	1266.031591
20700	0.029612	1265.256391
20800	0.029728	1260.837127
20900	0.029758	1259.993693
21000	0.032934	1137.560050
21100	0.029861	1254.930580
21200	0.029641	1264.518954
21300	0.029691	1262.623456
21400	0.030198	1241.564927
21500	0.042817	875.723433
21600	0.033201	1129.406866
21700	0.029989	1250.371134
21800	0.029995	1250.073095
21900	0.030199	1241.506712
22000	0.029639	1264.814965
22100	0.032752	1144.418119
22200	0.029501	1270.245840
22300	0.029779	1258.048797
22400	0.029471	1272.369302
22500	0.029858	1255.439779
22600	0.032774	1143.322884
22700	0.029809	1256.500431
22800	0.029646	1264.362043
22900	0.029701	1261.369892
23000	0.029590	1266.979648
23100	0.033029	1134.413438
23200	0.029653	1264.351609
23300	0.029915	1252.414397
23400	0.030602	1224.972875
23500	0.029811	1256.565023
23600	0.032658	1147.565064
23700	0.029871	1255.157639
23800	0.030172	1241.604811
23900	0.030483	1229.387892
24000	0.030425	1232.159805
24100	0.033057	1134.396881
24200	0.030099	1244.592227
24300	0.030016	1248.351716
24400	0.030339	1235.302592
24500	0.029918	1252.910841
24600	0.033266	1127.002034
24700	0.030065	1247.128240
24800	0.029862	1255.698641
24900	0.030181	1242.467915
25000	0.029939	1252.527559
25100	0.032960	1137.715160
25200	0.030123	1244.818939
25300	0.030368	1234.660590
25400	0.029989	1250.123002
25500	0.030101	1245.312636
25600	0.032995	1135.893760
25700	0.030089	1245.344035
25800	0.029758	1258.861049
25900	0.029989	1248.838615
26000	0.029646	1264.661311
26100	0.030095	1245.386737
26200	0.032685	1146.273612
26300	0.029874	1253.645078
26400	0.029609	1266.093741
26500	0.030069	1246.173697
26600	0.030707	1219.686224
26700	0.032982	1136.571323
26800	0.029642	1263.983593
26900	0.029840	1256.676048
27000	0.030065	1246.498588
27100	0.030877	1212.947992
27200	0.033255	1127.089560
27300	0.030056	1246.200986
27400	0.030145	1243.433388
27500	0.029796	1257.050710
27600	0.029855	1255.407844
27700	0.032841	1140.367510
27800	0.030239	1239.269810
27900	0.031722	1182.083908
28000	0.029772	1258.365381
28100	0.030355	1234.898352
28200	0.032940	1136.915714
28300	0.030199	1240.758725
28400	0.029783	1258.683880
28500	0.132917	281.747533
28600	0.029909	1252.684515
28700	0.033164	1130.224323
28800	0.029896	1254.283527
28900	0.029917	1251.954340
29000	0.029738	1259.941145
29100	0.029843	1255.913693
29200	0.032787	1143.512168
29300	0.030056	1245.842094
29400	0.029723	1260.136399
29500	0.033662	1112.961310
29600	0.030701	1220.616569
29700	0.033120	1131.677675
29800	0.030083	1246.186114
29900	0.030461	1230.915962
30000	0.029998	1250.089840
30100	0.030472	1228.802570
30200	0.032038	1168.851980
30300	0.033165	1129.235856
30400	0.030041	1246.731361
30500	0.030507	1227.732676
30600	0.030474	1229.071164
30700	0.030739	1218.466716
30800	0.033089	1131.879796
30900	0.030439	1230.371194
31000	0.030502	1227.741409
31100	0.030672	1220.796671
31200	0.030539	1225.987918
31300	0.033218	1128.828628
31400	0.034683	1080.989284
31500	0.030287	1237.663727
31600	0.031082	1205.775442
31700	0.030692	1220.838214
31800	0.033547	1116.654180
31900	0.030394	1232.157648
32000	0.030102	1243.775310
32100	0.030436	1231.860087
32200	0.030422	1232.035325
32300	0.033162	1129.834401
32400	0.029946	1250.715278
32500	0.030566	1224.892004
32600	0.030890	1213.660240
32700	0.031125	1203.995429
32800	0.033468	1119.211723
32900	0.030247	1237.806031
33000	0.030016	1248.947050
33100	0.030865	1213.984401
33200	0.030456	1229.610210
33300	0.033379	1123.321065
33400	0.030120	1244.194214
33500	0.030308	1235.742668
33600	0.029892	1254.443691
33700	0.030198	1240.974272
33800	0.033713	1110.850614
33900	0.030450	1231.292957
34000	0.031160	1202.448788
34100	0.031413	1191.937731
34200	0.030329	1235.878173
34300	0.043653	858.037020
34400	0.033259	1127.398597
34500	0.030285	1237.143630
34600	0.030182	1240.374657
34700	0.030596	1224.853025
34800	0.030419	1230.951503
34900	0.033460	1120.223972
35000	0.030432	1230.608510
35100	0.030416	1232.488676
35200	0.030180	1240.988595
35300	0.030226	1240.268459
35400	0.033317	1124.134179
35500	0.030402	1233.069836
35600	0.030187	1240.620695
35700	0.030661	1222.573033
35800	0.031581	1185.746671
35900	0.033399	1122.182283
36000	0.030056	1245.680128
36100	0.030435	1231.197378
36200	0.030014	1247.107027
36300	0.030790	1216.662445
36400	0.033677	1113.284574
36500	0.030298	1236.034826
36600	0.030359	1234.518248
36700	0.030179	1240.409886
36800	0.030409	1231.938711
36900	0.033790	1109.521344
37000	0.030841	1214.116304
37100	0.030129	1243.694402
37200	0.030270	1238.755960
37300	0.030269	1237.198562
37400	0.033515	1118.139072
37500	0.030342	1235.896322
37600	0.030548	1225.921073
37700	0.030808	1216.359601
37800	0.029944	1252.259178
37900	0.034039	1100.057066
38000	0.029831	1256.024639
38100	0.030207	1241.108943
38200	0.031494	1188.688107
38300	0.031075	1205.380489
38400	0.033527	1117.842646
38500	0.030302	1237.510913
38600	0.030225	1238.780110
38700	0.030690	1220.642417
38800	0.030071	1246.409624
38900	0.031428	1193.201947
39000	0.034498	1085.291443
39100	0.030126	1243.368368
39200	0.029915	1252.717982
39300	0.031810	1178.632919
39400	0.031815	1176.491888
39500	0.034078	1098.827319
39600	0.030141	1242.873729
39700	0.030427	1231.697558
39800	0.029974	1250.806701
39900	0.030042	1245.790536
40000	0.033677	1111.748941
40100	0.030963	1209.625862
40200	0.029989	1249.348589
40300	0.030640	1223.217816
40400	0.031399	1194.016883
40500	0.034320	1090.369397
40600	0.030119	1242.837652
40700	0.032907	1137.884259
40800	0.031307	1196.347331
40900	0.030390	1232.780651
41000	0.033710	1111.669177
41100	0.030419	1232.223699
41200	0.030647	1223.364966
41300	0.134633	277.923523
41400	0.030264	1236.625576
41500	0.033891	1104.526938
41600	0.030134	1242.470633
41700	0.032017	1169.592872
41800	0.031441	1191.209461
41900	0.030607	1223.838854
42000	0.033809	1108.105178
42100	0.030641	1222.857358
42200	0.030554	1226.485536
42300	0.033559	1116.779201
42400	0.030624	1223.920192
42500	0.033608	1115.344936
42600	0.030084	1246.126215
42700	0.030458	1230.885183
42800	0.030074	1246.667434
42900	0.030835	1215.956661
43000	0.032335	1159.602153
43100	0.034097	1099.725645
43200	0.030179	1242.522641
43300	0.030615	1224.800657
43400	0.030488	1229.930876
43500	0.030594	1225.650905
43600	0.033659	1114.009727
43700	0.030404	1233.200161
43800	0.030208	1241.146896
43900	0.033908	1105.655961
44000	0.030297	1237.354235
44100	0.033583	1116.199776
44200	0.033741	1110.864263
44300	0.030283	1237.580744
44400	0.030259	1238.411088
44500	0.030324	1235.606384
44600	0.033265	1126.228193
44700	0.030049	1246.574620
44800	0.031188	1200.881025
44900	0.031548	1186.977312
45000	0.030078	1244.771726
45100	0.033363	1121.995329
45200	0.030104	1243.201780
45300	0.029726	1258.742924
45400	0.030104	1242.664431
45500	0.030102	1245.513823
45600	0.033368	1123.312927
45700	0.030612	1224.141585
45800	0.030301	1236.427381
45900	0.030197	1240.349673
46000	0.030512	1227.184476
46100	0.033328	1123.174764
46200	0.030239	1237.558113
46300	0.031058	1204.526007
46400	0.031210	1201.264822
46500	0.030340	1235.290000
46600	0.033329	1124.148425
46700	0.030648	1222.056718
46800	0.030015	1247.381756
46900	0.030165	1240.712936
47000	0.030109	1242.563781
47100	0.043126	869.359367
47200	0.033342	1124.002925
47300	0.030658	1221.900904
47400	0.029991	1248.570368
47500	0.030898	1211.394213
47600	0.030814	1214.155713
47700	0.033566	1116.954445
47800	0.029901	1253.324218
47900	0.030014	1248.017207
48000	0.032004	1169.849382
48100	0.029816	1255.081502
48200	0.033165	1130.688309
48300	0.030547	1226.991334
48400	0.030394	1232.527384
48500	0.030468	1228.892019
48600	0.030258	1236.751405
48700	0.033575	1116.875833
48800	0.030312	1236.432396
48900	0.030460	1229.720353
49000	0.030452	1229.338971
49100	0.030679	1219.555445
49200	0.033948	1104.335855
49300	0.031213	1200.406231
49400	0.030964	1209.326852
49500	0.031125	1202.321095
49600	0.030564	1226.835937
49700	0.033596	1115.415723
49800	0.030595	1224.041424
49900	0.030717	1218.383041
50000	0.030782	1218.240985
50100	0.030206	1240.621793
50200	0.033465	1119.044093
50300	0.029850	1253.704175
50400	0.029915	1253.471335
50500	0.030358	1234.301167
50600	0.030091	1244.345918
50700	0.033339	1122.310372
50800	0.030196	1241.583880
50900	0.030401	1232.283969
51000	0.029752	1258.206500
51100	0.032046	1167.229902
51200	0.033693	1112.341922
51300	0.031498	1188.915834
51400	0.031846	1175.008732
51500	0.031567	1187.695033
51600	0.030244	1238.626392
51700	0.031147	1201.761141
51800	0.033716	1109.252451
51900	0.030236	1239.322109
52000	0.029881	1252.986468
52100	0.030372	1231.650992
52200	0.029983	1250.039231
52300	0.033696	1111.300878
52400	0.030594	1222.922601
52500	0.030202	1241.144450
52600	0.029753	1258.757749
52700	0.031260	1196.968822
52800	0.033570	1116.696613
52900	0.031131	1203.094834
53000	0.030357	1232.608852
53100	0.030528	1228.018821
53200	0.030809	1215.645055
53300	0.033781	1107.636858
53400	0.030189	1241.756060
53500	0.032141	1165.161141
53600	0.029898	1251.344652
53700	0.030621	1224.087349
53800	0.034245	1093.424281
53900	0.030769	1215.717020
54000	0.031129	1203.900514
54100	0.133961	279.463676
54200	0.030028	1245.424527
54300	0.033634	1113.960340
54400	0.031252	1197.597318
54500	0.030435	1232.012830
54600	0.030532	1226.777094
54700	0.030713	1218.197437
54800	0.033538	1117.638328
54900	0.030595	1223.782041
55000	0.030002	1246.598187
55100	0.031033	1207.347924
55200	0.030456	1228.861298
55300	0.033849	1107.663947
55400	0.030231	1238.801003
55500	0.030025	1245.851408
55600	0.030218	1240.145279
55700	0.030414	1230.676198
55800	0.032631	1149.133310
55900	0.033650	1113.022464
56000	0.030177	1239.615840
56100	0.030276	1237.759697
56200	0.030020	1246.794964
56300	0.030383	1234.093794
56400	0.033625	1113.732119
56500	0.030673	1219.396420
56600	0.030494	1228.724607
56700	0.030886	1211.635312
56800	0.030581	1225.870498
56900	0.033625	1113.462336
57000	0.036408	1027.018423
57100	0.030888	1212.687244
57200	0.029983	1247.674959
57300	0.030278	1237.651377
57400	0.033626	1112.976970
57500	0.030625	1224.167782
57600	0.032155	1164.377621
57700	0.031521	1186.193474
57800	0.030294	1236.376288
57900	0.033498	1116.584465
58000	0.030302	1236.501628
58100	0.030292	1235.186283
58200	0.031333	1196.222520
58300	0.030711	1218.747942
58400	0.034896	1074.425659
58500	0.030909	1211.289020
58600	0.030761	1215.409473
58700	0.030596	1224.022820
58800	0.030261	1235.794541
58900	0.033751	1109.905812
59000	0.030633	1221.110117
59100	0.030711	1220.068008
59200	0.031333	1194.100008
59300	0.031568	1187.188804
59400	0.034056	1098.840500
59500	0.030655	1222.812644
59600	0.030970	1208.536006
59700	0.030614	1224.647786
59800	0.030356	1233.186929
59900	0.043534	861.326451
60000	0.034570	1083.014258
60100	0.032786	1140.173835
60200	0.030594	1223.900424
60300	0.030338	1232.305306
60400	0.030718	1219.080974
60500	0.033596	1112.904585
60600	0.031030	1206.926067
60700	0.030948	1208.206024
60800	0.031126	1203.264964
60900	0.031206	1198.239969
61000	0.034492	1085.877441
61100	0.031024	1205.301687
61200	0.031392	1193.129224
61300	0.030567	1223.300517
61400	0.030496	1228.155029
61500	0.033583	1113.421608
61600	0.030800	1216.011173
61700	0.031263	1195.993651
61800	0.030772	1217.052738
61900	0.032180	1161.812239
62000	0.034054	1099.671793
62100	0.030836	1212.365714
62200	0.030898	1211.862572
62300	0.030278	1234.561948
62400	0.030321	1234.780359
62500	0.034079	1100.391020
62600	0.031294	1196.231373
62700	0.032290	1161.195364
62800	0.031197	1199.751234
62900	0.031788	1179.320597
63000	0.033769	1108.166392
63100	0.033249	1127.297444
63200	0.030983	1207.589652
63300	0.030791	1217.025180
63400	0.030172	1239.776879
63500	0.034061	1099.952458
63600	0.030406	1229.923683
63700	0.031511	1188.649017
63800	0.030365	1231.232188
63900	0.031389	1192.947676
64000	0.033540	1114.374555
64100	0.030860	1213.044014
64200	0.031110	1205.158994
64300	0.031945	1171.452442
64400	0.030843	1215.207248
64500	0.031626	1182.876464
64600	0.033673	1112.692153
64700	0.032425	1153.328520
64800	0.033998	1101.655731
64900	0.031095	1202.217341
65000	0.031097	1203.984262
65100	0.034079	1100.300028
65200	0.034160	1095.558216
65300	0.033551	1117.175902
65400	0.033742	1108.688048
65500	0.034227	1094.635611
65600	0.034015	1099.280247
65700	0.034103	1098.124260
65800	0.036042	1036.970629
65900	0.036194	1034.178289
66000	0.035803	1047.055550
66100	0.038438	973.321679
66200	0.036597	1023.825421
66300	0.035908	1041.368304
66400	0.035054	1068.337593
66500	0.034154	1094.257169
66600	0.034031	1099.842310
66700	0.034467	1087.575136
66800	0.034128	1096.124665
66900	0.033799	1108.426405
67000	0.034468	1084.650272
67100	0.034581	1082.733364
67200	0.034094	1099.816753
67300	0.033871	1104.737264
67400	0.034446	1087.918141
67500	0.033906	1102.911705
67600	0.034418	1088.098264
67700	0.033777	1106.384954
67800	0.034076	1098.288382
67900	0.034213	1095.513818
68000	0.034075	1097.585892
68100	0.034346	1090.511969
68200	0.034224	1092.032687
68300	0.033904	1103.956146
68400	0.034328	1091.912925
68500	0.035940	1040.653025
68600	0.033861	1106.171312
68700	0.035497	1052.848351
68800	0.033756	1108.755976
68900	0.037777	992.185155
69000	0.034687	1078.168235
69100	0.034152	1096.622426
69200	0.034317	1088.899265
69300	0.034915	1071.795214
69400	0.035090	1067.985654
69500	0.033947	1101.466832
69600	0.034151	1096.456925
69700	0.033907	1105.917202
69800	0.034225	1093.151096
69900	0.036114	1037.455579
70000	0.033883	1103.217834
70100	0.034247	1093.048652
70200	0.034455	1087.993413
70300	0.034027	1099.100292
70400	0.035527	1054.201319
70500	0.034128	1094.861829
70600	0.034850	1073.687570
70700	0.033989	1102.429016
70800	0.034972	1068.933614
70900	0.034317	1090.866811
71000	0.033896	1105.982071
71100	0.033914	1102.751249
71200	0.033870	1105.734536
71300	0.034555	1081.215423
71400	0.034009	1100.093171
71500	0.034869	1074.478116
71600	0.034001	1099.232471
71700	0.037485	998.472975
71800	0.034798	1077.056453
71900	0.034945	1069.920299
72000	0.034529	1084.316340
72100	0.034437	1088.704281
72200	0.035263	1060.583383
72300	0.036448	1027.534255
72400	0.035617	1048.889909
72500	0.034371	1088.406826
72600	0.035109	1067.014568
72700	0.036241	1031.087647
72800	0.034612	1081.104132
72900	0.034800	1076.755767
73000	0.034744	1075.757028
73100	0.034525	1084.046884
73200	0.036162	1036.398240
73300	0.034788	1074.597808
73400	0.034749	1077.253809
73500	0.034433	1088.651678
73600	0.035039	1067.049413
73700	0.034366	1089.443892
73800	0.034219	1095.588700
73900	0.035285	1059.752986
74000	0.035044	1068.487955
74100	0.035117	1067.704188
74200	0.034404	1087.001164
74300	0.034420	1087.934485
74400	0.034724	1079.860041
74500	0.038341	975.434588
74600	0.035808	1045.830909
74700	0.035818	1046.941767
74800	0.036446	1026.185679
74900	0.037175	1007.410398
75000	0.035465	1057.384750
75100	0.035126	1064.745590
75200	0.036025	1039.537749
75300	0.035376	1060.033004
75400	0.035554	1051.879096
75500	0.036695	1020.506796
75600	0.035714	1049.937554
75700	0.035686	1047.897899
75800	0.036441	1027.557211
75900	0.034992	1071.522022
76000	0.039366	949.851441
76100	0.035788	1046.206796
76200	0.035830	1046.342866
76300	0.036251	1031.343070
76400	0.036498	1025.688404
76500	0.035771	1047.929385
76600	0.035320	1058.337317
76700	0.036831	1016.264644
76800	0.037581	997.258725
76900	0.035511	1052.442254
77000	0.035191	1063.390455
77100	0.037028	1011.957763
77200	0.038001	983.251090
77300	0.036279	1031.267444
77400	0.035949	1042.070535
77500	0.035979	1038.250014
77600	0.036441	1026.409648
77700	0.035544	1053.654113
77800	0.035812	1047.134892
77900	0.035991	1038.939677
78000	0.036968	1012.769416
78100	0.036552	1025.593886
78200	0.035971	1039.166372
78300	0.036846	1015.780209
78400	0.035783	1047.303462
78500	0.035965	1038.947924
78600	0.036164	1034.546691
78700	0.035544	1053.943554
78800	0.036258	1030.145871
78900	0.036059	1037.145624
79000	0.036106	1037.113146
79100	0.035990	1041.759776
79200	0.035596	1050.170840
79300	0.035714	1048.023627
79400	0.035924	1043.219736
79500	0.036199	1032.223695
79600	0.037157	1006.858626
79700	0.036069	1038.548334
79800	0.039777	938.905595
79900	0.036257	1031.331167
80000	0.036609	1022.703024
80100	0.036716	1020.997465
80200	0.035105	1064.603054
80300	0.036740	1018.491711
80400	0.035751	1047.979412
80500	0.035445	1053.788791
80600	0.036034	1037.851451
80700	0.038755	966.196639
80800	0.037894	989.373221
80900	0.035906	1040.932633
81000	0.035871	1043.245803
81100	0.037373	1002.539300
81200	0.037278	1001.987128
81300	0.039244	952.962298
81400	0.038861	963.532369
81500	0.037319	1004.586396
81600	0.037419	998.776570
81700	0.037901	987.260799
81800	0.036397	1029.331287
81900	0.036029	1036.569995
82000	0.038166	979.729616
82100	0.039561	946.337361
82200	0.039715	943.798001
82300	0.037719	990.580968
82400	0.044449	841.624393
82500	0.037412	1001.136519
82600	0.039216	952.039789
82700	0.039291	951.368705
82800	0.041177	908.897310
82900	0.038189	981.202427
83000	0.038059	981.370333
83100	0.037137	1006.952537
83200	0.039489	948.102793
83300	0.039186	956.587026
83400	0.037322	1001.103772
83500	0.038450	972.898377
83600	0.038291	978.097886
83700	0.038245	980.464806
83800	0.040672	918.935491
83900	0.039474	947.950718
84000	0.038355	976.762419
84100	0.038550	968.615206
84200	0.039349	950.087061
84300	0.038731	966.385163
84400	0.038831	965.040610
84500	0.037516	995.556421
84600	0.040220	929.723887
84700	0.039626	944.765225
84800	0.038098	983.827051
84900	0.045529	820.488906
85000	0.040043	933.993738
85100	0.037702	993.144613
85200	0.039019	960.755663
85300	0.041327	904.040955
85400	0.039361	950.299874
85500	0.042640	878.255998
85600	0.037633	996.264407
85700	0.038253	976.799100
85800	0.041376	904.127529
85900	0.038938	961.837331
86000	0.039620	946.397615
86100	0.039350	949.619691
86200	0.040476	924.280650
86300	0.043028	870.454399
86400	0.038010	986.529122
86500	0.039358	949.440032
86600	0.039391	949.731784
86700	0.039597	945.895143
86800	0.037921	988.837655
86900	0.038349	974.384664
87000	0.039623	944.156821
87100	0.038145	981.870126
87200	0.039306	953.954060
87300	0.044241	844.555490
87400	0.040638	920.497195
87500	0.041065	911.976692
87600	0.046970	798.221587
87700	0.041390	902.640412
87800	0.040003	935.005344
87900	0.039145	956.572067
88000	0.038795	966.307451
88100	0.040985	911.419018
88200	0.041220	907.250361
88300	0.039885	938.667993
88400	0.039050	959.839524
88500	0.042835	871.889000
88600	0.043804	853.555447
88700	0.042496	880.816294
88800	0.040026	936.239332
88900	0.040390	924.441640
89000	0.038819	962.922214
89100	0.039827	939.624234
89200	0.039536	947.587706
89300	0.044142	845.612752
89400	0.041192	907.197488
89500	0.041262	906.675596
89600	0.039262	953.914500
89700	0.046915	799.200923
89800	0.040351	925.805271
89900	0.042510	879.753117
90000	0.041150	909.844518
90100	0.040363	928.623192
90200	0.038968	958.299616
90300	0.038556	969.600902
90400	0.040596	921.892577
90500	0.040551	923.942472
90600	0.040768	915.592431
90700	0.039075	956.320072
90800	0.040822	916.406742
90900	0.038762	966.185070
91000	0.041516	903.078734
91100	0.044885	832.157075
91200	0.039133	955.500610
91300	0.041616	899.483311
91400	0.040177	932.730920
91500	0.040398	924.105428
91600	0.038920	960.257072
91700	0.038947	960.629360
91800	0.040972	914.140869
91900	0.041178	910.565618
92000	0.041794	893.708312
92100	0.041591	899.054327
92200	0.038909	962.075368
92300	0.037840	990.315344
92400	0.038547	968.419735
92500	0.038489	970.925547
92600	0.037623	994.338471
92700	0.037502	998.625313
92800	0.039313	953.664602
92900	0.040068	932.057985
93000	0.039866	937.799553
93100	0.037658	993.848534
93200	0.037750	992.487680
93300	0.037985	982.497512
93400	0.039395	948.338475
93500	0.039376	949.808536
93600	0.038004	985.146703
93700	0.038455	974.647869
93800	0.037913	984.681213
93900	0.038552	969.400748
94000	0.037592	995.219266
94100	0.037667	994.277247
94200	0.037705	994.353195
94300	0.040179	929.409128
94400	0.043792	853.632307
94500	0.044905	833.354248
94600	0.038155	981.822359
94700	0.039250	950.611915
94800	0.037937	984.569614
94900	0.044295	844.132727
95000	0.038085	982.802609
95100	0.037490	999.460731
95200	0.038304	974.269871
95300	0.037616	993.123401
95400	0.039917	936.859369
95500	0.042489	881.070955
95600	0.039392	951.344165
95700	0.038284	974.897697
95800	0.038196	978.177213
95900	0.039320	951.183419
96000	0.043119	868.294377
96100	0.038022	985.720635
96200	0.038693	964.660549
96300	0.038051	981.950119
96400	0.038934	960.671225
96500	0.037855	989.084200
96600	0.038670	969.239884
96700	0.039757	938.850442
96800	0.037683	991.554585
96900	0.040080	933.211787
97000	0.050318	744.106382
97100	0.040797	918.706849
97200	0.042350	881.347468
97300	0.039147	954.437166
97400	0.041556	900.037865
97500	0.041424	903.816059
97600	0.049023	764.501435
97700	0.040064	931.540971
97800	0.042825	872.372132
97900	0.041002	912.093367
98000	0.042394	883.052425
98100	0.041910	894.151082
98200	0.039161	952.878503
98300	0.044552	838.442308
98400	0.042047	889.297514
98500	0.041539	901.076704
98600	0.040554	923.911813
98700	0.038997	956.706423
98800	0.040492	922.318799
98900	0.043514	859.128026
99000	0.041481	902.139185
99100	0.040171	932.499287
99200	0.040155	933.821070
99300	0.049469	754.749431
99400	0.040999	911.596879
99500	0.041897	892.945198
99600	0.040933	914.893611
99700	0.044441	843.534757
99800	0.042169	885.135497
99900	0.040710	917.784693
100000	0.040425	925.163980
101000	0.042344	882.529137
102000	0.042598	876.375511
103000	0.042189	888.663323
104000	0.049518	756.089810
105000	0.045070	829.372790
106000	0.045553	819.094994
107000	0.057577	650.429526
108000	0.045978	812.735819
109000	0.046411	807.914215
110000	0.049500	755.552167
111000	0.055612	670.643572
112000	0.052154	717.256584
113000	0.047853	779.259469
114000	0.064582	578.980804
115000	0.061826	606.381851
116000	0.058919	633.953757
117000	0.059274	631.645127
118000	0.057293	650.825435
119000	0.065475	570.688933
120000	0.070318	532.435989
121000	0.059099	630.607208
122000	0.060496	617.102731
123000	0.065754	568.668579
124000	0.076913	486.890530
125000	0.064698	579.611690
126000	0.068530	544.232402
127000	0.072674	513.777311
128000	0.088472	422.461253
129000	0.074448	502.498624
130000	0.078185	478.866443
131000	0.075520	496.108864
132000	0.072765	515.195972
133000	0.089051	418.188613
134000	0.081578	456.644793
135000	0.089852	414.680412
136000	0.098200	379.470801
137000	0.085290	436.910136
138000	0.084922	438.755574
139000	0.100621	370.219511
