n	mflops
58800	1271.792447
58900	1144.124803
59000	1272.646410
59100	1239.837316
59200	1271.817034
59300	1273.944198
59400	1147.367492
59500	1272.911300
59600	1271.714724
59700	1274.117568
59800	1272.138981
59900	703.432565
60000	1145.892429
60100	1272.974119
60200	1270.996040
60300	1274.904692
60400	1273.957333
60500	1146.952574
60600	1272.407873
60700	1275.243007
60800	1272.267475
60900	1275.539896
61000	1148.240434
61100	1274.870852
61200	1270.934748
61300	1271.941181
61400	1271.153149
61500	1148.235333
61600	1272.098469
61700	1276.507314
61800	1272.510554
61900	1280.660278
62000	1144.517631
62100	1275.435695
62200	1267.645076
62300	1273.923338
62400	1272.131486
62500	1145.507809
62600	1273.441692
62700	1274.089494
62800	1273.603768
62900	1274.968158
63000	1144.678393
63100	1273.940252
63200	1272.345685
63300	1273.735663
63400	1273.015552
63500	1145.592324
63600	1271.698815
63700	1273.731650
63800	1272.316708
63900	1274.392729
64000	1146.779842
64100	1274.603155
64200	1272.005597
64300	1274.813750
64400	1272.578535
64500	1263.832778
64600	1149.351349
64700	1274.364686
64800	1271.983845
64900	1274.669607
65000	1269.393082
65100	1146.026193
65200	1272.898867
65300	1274.366797
65400	1271.155859
65500	1275.645702
65600	1146.381395
65700	1269.439683
65800	1271.949175
65900	1272.744651
66000	1271.761418
66100	1146.674133
66200	1272.528688
66300	1072.568342
66400	1271.829860
66500	1275.162956
66600	1145.681875
66700	1275.235731
66800	1271.092436
66900	1272.934888
67000	1271.228930
67100	1144.296386
67200	1272.578558
67300	1274.617565
67400	1271.839462
67500	1274.449702
67600	1144.960056
67700	1272.987058
67800	1272.306481
67900	1275.348933
68000	1272.082580
68100	1146.358923
68200	1272.130583
68300	1272.806675
68400	1271.526241
68500	1274.975906
68600	1131.074263
68700	1147.697441
68800	1271.847518
68900	1274.921647
69000	1271.984356
69100	1279.173038
69200	1145.307169
69300	1273.384471
69400	1271.336253
69500	1273.758504
69600	1269.369471
69700	1145.609257
69800	566.832479
69900	1274.652930
70000	1271.792070
70100	1275.846453
70200	1145.429605
70300	1274.066618
70400	1269.941379
70500	1272.612370
70600	1271.906160
70700	1146.123374
70800	1271.958375
70900	1276.272414
71000	1270.427860
71100	1274.229669
71200	1147.056649
71300	1273.118923
71400	1271.584566
71500	1273.770666
71600	1271.021650
71700	1145.313401
71800	1272.405032
71900	1273.353354
72000	1271.003382
72100	1273.441979
72200	1145.787554
72300	1273.014312
72400	1272.354300
72500	1272.945861
72600	1271.667278
72700	704.162291
72800	1146.618679
72900	1273.008055
73000	1271.230036
73100	1273.579574
73200	1273.469511
73300	1148.471324
73400	1271.312156
73500	1274.640586
73600	1272.366628
73700	1276.012234
73800	1149.019285
73900	1274.225331
74000	1270.720345
74100	1272.826768
74200	1269.551881
74300	1147.348977
74400	1271.111246
74500	1274.328180
74600	1270.869730
74700	1275.718037
74800	1144.364837
74900	1273.704551
75000	1265.586200
75100	1273.449255
75200	1271.232784
75300	1146.157080
75400	1272.632820
75500	1273.276577
75600	1272.243808
75700	1273.346354
75800	1144.309893
75900	1273.086332
76000	1271.892066
76100	1272.344364
76200	1272.282955
76300	1144.404874
76400	1271.470542
76500	1274.035417
76600	1270.699025
76700	1272.974450
76800	1147.855384
76900	1272.810637
77000	1271.658713
77100	1273.830221
77200	1271.537775
77300	1262.082581
77400	1144.774442
77500	1273.407752
77600	1270.986689
77700	1273.591855
77800	1269.003702
77900	1144.041816
78000	1272.620757
78100	1273.859205
78200	1270.833192
78300	1275.259421
78400	1146.746719
78500	1268.999718
78600	1271.448705
78700	1273.259784
78800	1270.803119
78900	1147.802824
79000	1271.487462
79100	1069.355948
79200	1270.602544
79300	1274.406351
79400	1145.400257
79500	1272.966675
79600	1269.965542
79700	1273.070127
79800	1270.165956
79900	1146.671091
80000	1270.620734
80100	1272.278397
80200	1270.558326
80300	1273.790947
80400	1145.644906
80500	1272.148460
80600	1270.733075
80700	1273.663845
80800	1271.297580
80900	1145.892070
81000	1271.538030
81100	1272.319680
81200	1270.051674
81300	1273.890905
81400	1128.954771
81500	1143.891723
81600	1271.084970
81700	1273.483669
81800	1271.509092
81900	1278.371238
82000	1145.410107
82100	1272.333795
82200	1271.354550
82300	1271.774304
82400	1267.279014
82500	1147.462732
82600	566.658780
82700	1273.248978
82800	1271.533590
82900	1274.657262
83000	1146.657845
83100	1272.187544
83200	1269.011446
83300	1272.853985
83400	1270.912432
83500	1145.250896
83600	1271.401744
83700	1276.187469
83800	1270.670002
83900	1274.286322
84000	1144.554614
84100	1273.216256
84200	1270.961760
84300	1272.954785
84400	1270.697804
84500	1145.902305
84600	1271.063206
84700	1273.028055
84800	1270.003523
84900	1272.414833
85000	1143.922380
85100	1272.312703
85200	1270.954320
85300	1272.632058
85400	1271.262823
85500	702.026028
85600	1144.221020
85700	1271.155578
85800	1269.811701
85900	1273.114773
86000	1273.185181
86100	1145.354951
86200	1270.813629
86300	1274.268174
86400	1272.213679
86500	1274.130066
86600	1144.891064
86700	1272.101526
86800	1269.767396
86900	1272.420161
87000	1268.961967
87100	1146.849320
87200	1270.190864
87300	1272.016988
87400	1270.995894
87500	1274.297875
87600	1146.131490
87700	1273.330348
87800	1265.162805
87900	1272.819451
88000	1270.767772
88100	1144.388101
88200	1271.064859
88300	1271.805528
88400	1271.893889
88500	1272.174835
88600	1145.089145
88700	1271.809114
88800	1270.848286
88900	1271.136370
89000	1270.834737
89100	1145.189753
89200	1271.025491
89300	1272.173114
89400	1271.198030
89500	1272.595795
89600	1144.044015
89700	1273.551486
89800	1270.187718
89900	1273.646914
90000	1270.169151
90100	1261.242981
90200	1144.123296
90300	1272.421787
90400	1268.037051
90500	1271.244754
90600	1266.303395
90700	1144.981168
90800	1271.210170
90900	1271.937006
91000	1270.133498
91100	1274.521687
91200	1144.127440
91300	1267.432959
91400	1269.160345
91500	1271.806107
91600	1269.152382
91700	1143.969316
91800	1269.740019
91900	1066.990572
92000	1269.783338
92100	1271.839925
92200	1144.629719
92300	1271.876380
92400	1268.994714
92500	1272.449740
92600	1268.332437
92700	1143.061063
92800	1270.043320
92900	1270.975842
93000	1269.600687
93100	1271.496650
93200	1141.221118
93300	1270.852997
93400	1269.223504
93500	1273.010993
93600	1269.296898
93700	1144.430486
93800	1270.260121
93900	1271.022286
94000	1270.242581
94100	1272.158051
94200	1129.469419
94300	1144.667103
94400	1270.349217
94500	1271.559115
94600	1270.766442
94700	1276.954819
94800	1145.101075
94900	1271.572559
95000	1270.145878
95100	1271.100280
95200	1267.145740
95300	1143.192079
95400	566.638031
95500	1272.463643
95600	1270.643696
95700	1274.748088
95800	1144.334477
95900	1271.645358
96000	1268.101823
96100	1272.197606
96200	1268.602702
96300	1143.356223
96400	1270.811754
96500	1274.995333
96600	1270.271032
96700	1272.110972
96800	1144.033537
96900	1270.749167
97000	1268.844933
97100	1272.049883
97200	1269.009317
97300	1144.515656
97400	1270.166598
97500	1270.997384
97600	1268.868109
97700	1270.816025
97800	1145.361092
97900	1270.311747
98000	1269.786741
98100	1270.002285
98200	1269.801646
98300	700.571707
98400	1144.002719
98500	1271.037660
98600	1268.030249
98700	1271.214638
98800	1270.497939
98900	1142.411650
99000	1269.362984
99100	1272.236623
99200	1269.362057
99300	1271.137840
99400	1144.158616
99500	1270.836304
99600	1267.081078
99700	1270.909144
99800	1267.001060
99900	1142.688111
100000	1268.364321
101000	1144.674970
102000	1143.934382
103000	1144.777359
104000	1144.446547
105000	1142.824788
106000	1140.215035
107000	1143.253546
108000	1143.913768
109000	1143.860291
110000	1143.072554
111000	1141.980728
112000	1145.544862
113000	1143.489328
114000	1141.419676
115000	1141.935136
116000	1141.033124
117000	1143.343238
118000	1140.918382
119000	1143.637343
120000	1140.776201
121000	1142.618875
122000	1142.638308
123000	1140.600171
124000	1139.930693
125000	1124.521640
126000	1139.524225
127000	1138.933508
128000	1107.078540
129000	1108.184194
130000	1051.486349
131000	1054.195485
132000	1053.266196
133000	1049.184939
134000	1028.387890
135000	1027.568539
136000	1025.300974
137000	1027.991726
138000	1032.900658
139000	1010.208524
140000	982.790919
141000	979.084046
142000	979.142116
143000	956.013553
144000	951.498991
145000	937.698800
146000	932.110922
147000	919.346693
148000	922.516778
149000	914.991089
150000	911.509713
151000	904.650626
152000	883.923966
153000	872.579036
154000	871.898753
155000	869.076601
156000	855.187653
157000	852.649906
158000	835.762082
159000	820.860291
160000	790.489049
161000	780.954087
162000	774.304061
163000	772.907922
164000	760.310460
165000	762.563026
166000	743.399069
167000	743.889598
168000	744.448984
169000	729.152185
170000	725.695319
171000	725.392578
172000	725.386430
173000	705.385060
174000	696.149041
175000	695.037471
176000	690.930464
177000	672.163883
178000	659.526804
179000	657.229780
180000	648.855896
181000	630.574701
182000	615.873710
183000	596.227657
184000	587.878876
185000	583.182311
186000	579.995153
187000	567.639885
188000	539.270267
189000	533.551366
190000	526.949423
191000	511.632435
192000	510.085102
193000	491.932734
194000	488.780129
195000	485.567492
196000	480.482756
197000	472.484476
198000	466.075240
199000	461.449378
200000	455.172039
201000	452.606639
202000	441.965126
203000	439.004073
204000	427.538175
205000	425.665676
206000	413.715464
207000	407.640656
208000	400.069948
209000	392.010852
210000	386.513340
211000	385.318030
212000	379.268639
213000	376.971892
214000	376.171813
215000	373.706371
216000	366.355996
217000	366.387348
218000	361.229650
219000	358.779799
220000	357.401390
221000	357.028562
222000	351.881908
223000	348.770087
224000	344.745608
225000	339.110687
226000	334.518052
227000	328.442506
228000	326.933174
229000	323.021406
230000	320.555784
231000	314.536948
232000	315.505389
233000	313.278314
234000	310.801124
235000	308.931307
236000	306.408795
237000	303.914493
238000	302.239582
239000	301.516047
240000	297.361014
241000	296.717057
242000	294.193529
243000	290.934093
244000	287.525570
245000	285.623600
246000	283.457243
247000	280.437009
248000	279.942628
249000	278.064890
250000	276.670724
251000	273.818032
252000	271.593548
253000	270.672191
254000	269.539614
255000	265.942174
256000	263.914082
257000	262.627299
258000	260.832736
259000	259.801535
260000	257.591331
261000	256.926953
262000	255.369262
263000	254.732278
264000	253.244575
265000	252.392530
266000	250.916913
267000	249.947358
268000	249.299378
269000	248.143508
270000	247.545578
271000	246.585625
272000	245.947092
273000	244.707656
274000	243.152434
275000	242.576988
276000	241.760067
277000	240.804112
278000	240.603266
279000	239.842539
280000	239.928462
281000	238.061404
282000	237.356301
283000	236.950313
284000	235.464111
285000	234.840798
286000	233.211157
287000	232.789180
288000	231.898660
289000	230.908722
290000	230.152695
291000	230.821176
292000	230.292470
293000	229.890132
294000	228.650095
295000	228.544604
296000	228.016761
297000	228.088067
298000	227.619845
299000	227.014810
300000	227.124340
310000	223.204202
320000	219.232887
330000	217.724783
340000	216.048993
350000	215.016697
360000	213.824290
370000	213.156236
380000	212.424640
390000	211.967587
400000	211.913569
410000	211.553786
420000	211.277550
430000	210.764616
440000	210.665054
450000	210.695405
460000	210.499754
470000	209.434613
480000	210.500916
490000	210.448151
500000	210.156545
510000	210.136092
520000	210.285386
530000	210.237036
540000	210.354192
550000	210.065337
560000	210.333714
570000	210.229298
580000	210.170443
590000	209.965775
600000	210.010731
610000	209.938922
620000	210.015449
630000	210.051634
640000	209.951332
650000	209.975592
660000	209.828376
670000	210.197567
680000	209.955664
690000	210.003325
700000	209.953683
710000	210.073514
720000	210.036962
730000	210.065783
740000	209.928435
750000	209.669325
760000	209.766940
770000	209.670494
780000	209.948610
790000	209.776628
800000	209.988328
810000	209.881706
820000	209.901332
830000	209.966170
840000	210.061768
850000	209.937680
860000	209.938686
870000	209.971627
880000	210.073611
890000	210.008121
900000	209.898615
910000	210.010791
920000	209.903583
930000	209.965938
940000	209.899741
950000	209.785651
960000	209.760118
970000	209.696697
980000	209.874077
990000	208.920557
1000000	209.802582
