n	mflops
58800	1221.976880
58900	1111.042994
59000	1240.524403
59100	1214.142606
59200	1208.953528
59300	1187.908887
59400	1061.001971
59500	1219.873779
59600	1234.455927
59700	1171.678993
59800	1160.810457
59900	847.330567
60000	1103.029885
60100	1223.179010
60200	1235.332684
60300	1218.060766
60400	1211.991244
60500	1090.804317
60600	1214.551501
60700	1222.251427
60800	1229.390659
60900	1209.890541
61000	1084.502096
61100	1223.331873
61200	1204.472044
61300	1207.195184
61400	1205.593239
61500	1089.280604
61600	1209.345498
61700	1217.948524
61800	1223.694720
61900	1210.155054
62000	1113.246723
62100	1227.633587
62200	1117.301499
62300	1217.404388
62400	1124.503468
62500	1094.000841
62600	1226.741475
62700	1172.203997
62800	1184.955627
62900	1218.263238
63000	1092.151438
63100	1221.313643
63200	1245.205391
63300	1192.989221
63400	1205.916515
63500	1087.067885
63600	1229.878178
63700	1213.669127
63800	1229.653641
63900	1215.223267
64000	1108.360408
64100	1197.640079
64200	1208.685093
64300	1211.268834
64400	1200.056057
64500	1194.243421
64600	1107.301924
64700	1214.477722
64800	1220.954238
64900	1212.570297
65000	1227.650788
65100	1098.513142
65200	1072.820953
65300	1091.038945
65400	1025.465305
65500	1082.014480
65600	1095.540880
65700	1102.245719
65800	1096.888394
65900	1088.866711
66000	1109.929965
66100	1109.282104
66200	1108.795851
66300	1110.899619
66400	1037.626024
66500	1060.519443
66600	1108.324235
66700	1104.589595
66800	1107.438858
66900	1080.830353
67000	1090.761218
67100	1100.739809
67200	1097.639946
67300	1086.602972
67400	1108.689427
67500	1110.201686
67600	1088.694927
67700	1102.286490
67800	1101.576986
67900	1111.289964
68000	1034.956199
68100	1080.140888
68200	1068.890186
68300	1034.834665
68400	1095.804934
68500	1102.117990
68600	993.092872
68700	1074.667429
68800	1106.289048
68900	1098.905642
69000	1108.567199
69100	1108.411750
69200	1092.591677
69300	1073.462259
69400	1093.234278
69500	1104.231204
69600	1107.676295
69700	1107.555708
69800	1086.311453
69900	1086.538129
70000	1085.229160
70100	1082.095865
70200	1090.072667
70300	1071.976757
70400	1092.258050
70500	1104.573538
70600	1084.047741
70700	1104.296406
70800	1106.973798
70900	1091.492790
71000	1084.496348
71100	983.113887
71200	1084.250012
71300	1095.842388
71400	1024.872503
71500	1087.452787
71600	1093.507706
71700	1100.514861
71800	1107.638228
71900	1083.085095
72000	1074.253590
72100	1069.427500
72200	1093.737621
72300	1093.226810
72400	1092.155503
72500	1103.172782
72600	1097.420598
72700	1086.524483
72800	1085.417796
72900	1093.595924
73000	1090.060345
73100	1092.571140
73200	1105.487573
73300	1088.675714
73400	1090.751841
73500	1096.271373
73600	1068.912444
73700	1083.476474
73800	1054.725727
73900	935.838336
74000	1007.247453
74100	1077.811056
74200	1061.787975
74300	835.904331
74400	1074.875488
74500	1101.121941
74600	1097.846799
74700	1084.410725
74800	1065.253013
74900	1055.333666
75000	1098.100395
75100	1088.595562
75200	1089.549598
75300	1098.136398
75400	1096.584974
75500	1071.484908
75600	1076.430541
75700	1050.595566
75800	1096.181068
75900	1092.730550
76000	1093.221582
76100	1060.316361
76200	1074.596279
76300	1088.754915
76400	1065.183445
76500	1091.418666
76600	867.948844
76700	1068.672827
76800	1069.431221
76900	1078.349149
77000	1086.751913
77100	1037.530737
77200	1067.556899
77300	1068.360820
77400	1083.354652
77500	1072.466062
77600	1045.330600
77700	1050.286541
77800	1051.450783
77900	1081.299576
78000	1075.857926
78100	1057.169736
78200	1071.161597
78300	1030.914404
78400	1072.066148
78500	1052.616426
78600	1070.756178
78700	1070.228174
78800	1056.715449
78900	1037.837359
79000	1060.627797
79100	1051.629808
79200	1065.472320
79300	925.090748
79400	997.045243
79500	1059.256267
79600	1074.674047
79700	1049.737269
79800	982.823433
79900	1051.313336
80000	998.071222
80100	1081.868975
80200	1087.776862
80300	1048.367221
80400	1062.755125
80500	1070.585006
80600	1083.572700
80700	1073.637504
80800	1084.500040
80900	1071.811712
81000	1025.236062
81100	1074.570702
81200	1042.672791
81300	1054.937184
81400	1077.461462
81500	1082.811512
81600	1058.806921
81700	1072.432331
81800	1073.001900
81900	987.004170
82000	1041.988904
82100	949.281270
82200	1024.416977
82300	1062.167540
82400	1003.238018
82500	1051.261834
82600	1017.682892
82700	1006.835500
82800	1050.646940
82900	1058.727134
83000	1010.523705
83100	1042.109704
83200	1038.003372
83300	1052.406798
83400	1043.547915
83500	1043.381178
83600	1054.333410
83700	1039.174538
83800	1018.580368
83900	1024.458392
84000	1057.514428
84100	1053.212379
84200	1041.796828
84300	1021.817735
84400	1058.450453
84500	1049.778985
84600	1004.598081
84700	903.743673
84800	1030.601537
84900	1060.094677
85000	1052.473604
85100	1031.127073
85200	1015.629720
85300	967.932304
85400	1043.043313
85500	1062.410044
85600	1044.254100
85700	1006.281978
85800	893.798047
85900	919.492347
86000	902.440537
86100	917.094643
86200	907.391397
86300	933.185389
86400	1044.396633
86500	1018.384861
86600	1037.582812
86700	1038.722809
86800	1052.923756
86900	1001.893293
87000	956.209490
87100	1049.234252
87200	1056.334943
87300	894.154269
87400	1023.865348
87500	1046.112266
87600	1037.635945
87700	771.146431
87800	1031.171327
87900	1025.135383
88000	1040.253319
88100	1045.720104
88200	983.191947
88300	931.842085
88400	994.391452
88500	1015.820465
88600	1031.852497
88700	1018.529607
88800	1027.875742
88900	1010.092430
89000	1010.798371
89100	1032.254776
89200	1031.346929
89300	1009.390937
89400	1026.315208
89500	1003.826648
89600	1029.690083
89700	1010.010701
89800	1026.403469
89900	860.429114
90000	975.448478
90100	1018.861258
90200	1025.019413
90300	1003.116288
90400	918.843360
90500	1015.003891
90600	1032.102310
90700	1012.710892
90800	955.003121
90900	1022.292432
91000	1014.458029
91100	1008.555808
91200	1031.349642
91300	983.349184
91400	1004.051170
91500	1006.351210
91600	962.058628
91700	1020.925039
91800	1007.454692
91900	1002.071025
92000	996.691561
92100	972.411972
92200	1010.889479
92300	994.208467
92400	831.340570
92500	883.835619
92600	981.157235
92700	974.364155
92800	998.456689
92900	965.159733
93000	993.394746
93100	959.929161
93200	990.245161
93300	968.845617
93400	939.917320
93500	999.686756
93600	969.348747
93700	994.137770
93800	992.687768
93900	961.503506
94000	983.030970
94100	962.165168
94200	960.290125
94300	1001.806873
94400	994.391280
94500	962.995764
94600	919.989594
94700	986.606700
94800	895.548884
94900	780.404192
95000	957.006869
95100	940.349987
95200	855.465910
95300	935.460380
95400	894.507814
95500	792.429693
95600	918.634540
95700	958.774150
95800	878.559811
95900	924.171621
96000	920.852257
96100	959.091654
96200	956.680560
96300	812.162130
96400	950.312246
96500	916.793082
96600	956.905819
96700	950.784179
96800	966.259931
96900	909.280859
97000	934.335051
97100	943.953863
97200	948.940209
97300	786.278229
97400	897.995788
97500	944.145069
97600	933.286863
97700	931.104959
97800	955.232728
97900	931.612993
98000	961.102881
98100	975.851057
98200	854.390075
98300	958.258669
98400	921.893105
98500	881.040678
98600	916.121842
98700	900.198155
98800	944.109546
98900	829.940719
99000	949.982104
99100	937.956876
99200	948.151481
99300	906.244536
99400	904.132609
99500	958.243021
99600	742.451905
99700	939.547260
99800	914.969659
99900	892.230711
100000	793.835843
101000	899.215745
102000	782.094273
103000	886.496105
104000	872.366979
105000	845.677575
106000	866.542875
107000	841.859550
108000	845.123803
109000	816.851327
110000	815.897683
111000	809.127942
112000	826.304747
113000	808.641048
114000	820.247477
115000	678.753721
116000	693.099272
117000	580.090405
118000	690.127229
119000	619.953833
120000	632.542860
121000	645.747965
122000	617.795448
123000	614.044585
124000	606.627323
125000	557.437224
126000	589.312073
127000	549.847235
128000	463.377610
129000	519.400677
130000	526.294031
131000	460.595822
132000	406.719164
133000	439.066713
134000	452.727147
135000	381.366471
136000	407.183560
137000	438.011916
138000	407.077645
139000	374.757539
140000	388.946398
141000	386.619404
142000	297.148598
143000	304.610378
144000	352.148173
145000	318.856748
146000	321.094925
147000	317.583363
148000	311.521767
149000	324.064111
150000	297.220736
151000	269.101925
152000	283.452423
153000	267.584489
154000	284.943803
155000	275.662921
156000	273.676320
157000	250.216100
158000	237.283776
159000	231.029833
160000	250.873997
161000	254.742973
162000	243.702018
163000	247.104514
164000	212.084850
165000	236.063425
166000	221.756894
167000	234.177315
168000	221.206926
169000	219.973673
170000	201.786612
171000	215.563432
172000	217.003709
173000	213.515262
174000	214.604473
175000	206.286841
176000	176.214486
177000	190.157093
178000	209.116016
179000	197.439656
180000	199.057210
181000	181.787181
182000	195.527039
183000	191.360615
184000	189.815724
185000	188.746109
186000	171.698735
187000	182.306841
188000	185.774855
189000	183.551032
190000	175.710754
191000	168.180042
192000	177.818702
193000	178.594778
194000	179.456556
195000	167.030072
196000	175.982122
197000	156.327665
198000	169.409491
199000	166.210561
200000	155.036521
201000	169.859309
202000	167.369923
203000	167.185518
204000	159.224653
205000	164.416625
206000	160.781814
207000	165.158968
208000	155.676022
209000	155.238639
210000	160.907200
211000	161.234029
212000	156.202772
213000	159.859081
214000	154.865587
215000	157.185206
216000	148.770294
217000	156.790551
218000	152.779643
219000	157.344315
220000	148.730592
221000	147.680934
222000	149.155728
223000	152.759141
224000	147.274797
225000	150.023918
226000	150.775874
227000	153.542759
228000	146.308509
229000	144.432657
230000	146.187361
231000	147.213816
232000	143.240753
233000	149.504435
234000	146.046397
235000	148.622207
236000	141.024520
237000	147.772902
238000	132.092098
239000	123.224902
240000	124.740973
241000	143.913468
242000	144.169406
243000	138.528241
244000	144.562655
245000	142.726110
246000	137.082159
247000	126.864537
248000	136.112426
249000	142.859977
250000	139.585497
251000	142.422296
252000	143.024976
253000	140.808479
254000	135.388907
255000	141.260029
256000	140.690790
257000	142.311975
258000	131.088872
259000	135.837281
260000	135.640170
261000	131.010706
262000	136.793164
263000	138.779780
264000	140.515972
265000	134.494583
266000	134.812213
267000	138.360345
268000	135.832962
269000	134.315677
270000	137.554532
271000	137.324573
272000	133.925545
273000	137.102355
274000	136.920896
275000	134.353862
276000	128.176200
277000	131.458095
278000	135.343183
279000	133.579371
280000	136.515314
281000	133.457466
282000	134.503142
283000	128.977714
284000	132.200482
285000	135.446003
286000	132.138895
287000	135.392303
288000	133.839633
289000	135.114032
290000	129.221869
291000	134.447836
292000	133.373043
293000	131.169008
294000	130.988620
295000	129.852879
296000	131.111991
297000	127.783653
298000	130.503458
299000	130.970873
300000	130.586147
310000	127.732294
320000	131.069851
330000	130.205258
340000	125.391316
350000	127.807950
360000	128.600594
370000	123.958129
380000	127.671749
390000	124.650429
400000	120.242149
410000	123.487254
420000	124.443625
430000	123.670752
440000	124.810004
450000	124.201534
460000	126.043248
470000	121.203860
480000	122.288541
490000	124.970133
500000	121.016966
510000	125.435912
520000	125.402958
530000	120.622113
540000	124.064195
550000	124.809267
560000	123.217826
570000	122.427238
580000	123.202958
590000	124.888300
600000	120.090553
610000	122.550729
620000	117.634029
630000	117.684322
640000	119.636701
650000	125.245886
660000	119.899135
670000	125.159418
680000	124.635663
690000	122.076323
700000	123.181846
710000	124.582672
720000	122.657379
730000	117.440927
740000	121.458567
750000	123.359827
760000	123.734944
770000	119.336007
780000	113.958387
790000	114.429533
800000	121.456764
810000	123.265061
820000	123.726306
830000	124.506924
840000	125.161191
850000	121.821694
860000	123.356058
870000	124.910633
880000	121.634366
890000	124.082642
900000	120.808944
910000	122.386652
920000	120.539329
930000	123.859282
940000	122.409906
950000	121.254329
960000	122.449398
970000	122.547402
980000	122.358185
990000	122.145096
1000000	121.248879
